cliente,produto,quantidade
b'M2Tanw',b'C91lPA',2
b'M2Tanw',b'MVrdpg',2
b'obOv.Q',b'J4eCsA',2
b'obOv.Q',b'0kb50Q',6
b'obOv.Q',b'zpycFQ',2
b'obOv.Q',b'CrV.tA',4
b'obOv.Q',b'V9S5gA',2
b'obOv.Q',b'dTJBww',2
b'obOv.Q',b'IQagow',2
b'nsmsJA',b'.sBZxw',2
b'lKM6dA',b'8foV3A',2
b'lKM6dA',b'fXufGg',2
b'lKM6dA',b'JEmwCg',2
b'lKM6dA',b'2bVhGw',2
b'lKM6dA',b'6vrI1w',2
b'lKM6dA',b'sMk2BA',2
b'TKarZw',b'AVkLmA',2
b'TKarZw',b'dmnO2A',2
b'TKarZw',b'sTrYFg',2
b'Wn7.VA',b'PFTX1w',2
b'Wn7.VA',b'adySIA',2
b'Wn7.VA',b'vukrEw',2
b'Wn7.VA',b'5BgkUA',2
b'Wn7.VA',b'kT2b5w',2
b'vUMJnw',b'QmJ4WA',2
b'vUMJnw',b'4Sexxg',2
b'iFx0Xg',b'4smyag',2
b'iFx0Xg',b'hMLccg',2
b'WDpQMA',b'rU5mhg',2
b'WDpQMA',b'WiWMrw',2
b'WDpQMA',b'K1uoCA',2
b'Z-7y6A',b'vuRo1A',2
b'Z-7y6A',b'0fNhMQ',2
b'Z-7y6A',b'hMLccg',2
b'Z-7y6A',b'OxWXfg',2
b'Z-7y6A',b'VgF7jQ',2
b'PDLuJw',b'H4A5MA',2
b'PDLuJw',b'SATIOA',2
b'PDLuJw',b'NHoxXg',1
b'PDLuJw',b'eQ81hQ',1
b'PDLuJw',b'7G0csA',2
b'PDLuJw',b'9qHmuA',2
b'PDLuJw',b'hP2C4A',2
b'PDLuJw',b'qSkV2A',2
b'PDLuJw',b'9c6AGA',2
b'PDLuJw',b'.sOIYA',1
b'PDLuJw',b'X01bCA',1
b'PDLuJw',b'zQm9QA',2
b'33zbdA',b'O5tDwA',2
b'33zbdA',b'FolBsA',2
b'33zbdA',b'Se9-Lw',2
b'33zbdA',b'O0hYWQ',4
b'33zbdA',b'X4-YDA',4
b'33zbdA',b'5lep2A',2
b'33zbdA',b'kJ-W0A',2
b'33zbdA',b'.g27MA',2
b'33zbdA',b'xXcNyA',2
b'33zbdA',b'jBo-Kg',2
b'33zbdA',b'RdktmA',2
b'33zbdA',b'8wASlA',2
b'33zbdA',b'g9HreA',2
b'33zbdA',b'CkCWpg',2
b'33zbdA',b'PHRlnA',2
b'33zbdA',b's6GZsQ',2
b'33zbdA',b'lQgPqA',2
b'33zbdA',b'52eNgg',2
b'33zbdA',b'NAF7OA',2
b'33zbdA',b'nDzYfg',2
b'4q29vw',b'0D56QQ',2
b'4q29vw',b'16Hg9A',2
b'4q29vw',b'7IHAIw',2
b'4q29vw',b'iB98zA',2
b'210KJQ',b'HAJdXw',2
b'M5-yIQ',b'S6otTQ',2
b'M5-yIQ',b'8UNbXw',4
b'M5-yIQ',b'VDyIwA',10
b'M5-yIQ',b'12bqFw',2
b'M5-yIQ',b'aLQHEw',2
b'M5-yIQ',b'Ryo0cA',2
b'M5-yIQ',b'p-NYbA',2
b'M5-yIQ',b'pkw53Q',2
b'M5-yIQ',b's79BLw',2
b'M5-yIQ',b'iwffCA',2
b'M5-yIQ',b'a0OB7A',2
b'M5-yIQ',b'fpVH7g',2
b'M5-yIQ',b'QSo4gg',2
b'M5-yIQ',b'i7HDQA',2
b'M5-yIQ',b'sz1e6A',2
b'M5-yIQ',b'OxWXfg',2
b'M5-yIQ',b'A3mtRw',2
b'lVSEow',b'NNu-rA',2
b'lVSEow',b'a6709w',2
b'lVSEow',b'j6v90A',2
b'lVSEow',b'g.0eIA',2
b'WsTSjg',b'h9QtSw',2
b'WsTSjg',b'WOMsag',2
b'WsTSjg',b'fwWukA',2
b'WsTSjg',b'fWTxdg',2
b'tWe.AQ',b'PcmuUQ',2
b'tWe.AQ',b'nbu1vA',2
b'tWe.AQ',b'gh1u1A',2
b'hwlBmA',b'TeRGsQ',2
b'hwlBmA',b'2fl15g',2
b'hwlBmA',b'NBTDUQ',2
b'Dys-Tg',b'vqiF9g',2
b'HUQsuA',b'DJj24Q',2
b'L6BeSw',b'fPO70A',2
b'L6BeSw',b'WOMsag',2
b'L6BeSw',b'fCTlYA',2
b'L6BeSw',b'p8kf-Q',2
b'L6BeSw',b'2.BEMQ',2
b'L6BeSw',b'wef2Fg',2
b'L6BeSw',b'k-GY.A',6
b'L6BeSw',b'w5XiNg',2
b'L6BeSw',b'PMCJlQ',4
b'L6BeSw',b'gJubKA',2
b'L6BeSw',b'PVj04A',2
b'L6BeSw',b'NfUkmA',6
b'L6BeSw',b'cVkrhg',2
b'L6BeSw',b'kh8cnQ',4
b'L6BeSw',b'4VeS0A',2
b'L6BeSw',b'8o8IHw',2
b'L6BeSw',b'0TQU2g',2
b'L6BeSw',b'4ReMJg',2
b'L6BeSw',b'75UDZw',2
b'L6BeSw',b'0fNhMQ',2
b'L6BeSw',b'ezF7EA',2
b'L6BeSw',b'6mZHYg',2
b'L6BeSw',b'nyOOMA',2
b'L6BeSw',b'kFEVeA',2
b'L6BeSw',b'v.v7UA',4
b'L6BeSw',b'2X-YZw',2
b'L6BeSw',b'QjedRA',4
b'L6BeSw',b'12KaWA',4
b'c7qNWA',b'wjaUcA',2
b'lqUVVQ',b'fPO70A',2
b'lqUVVQ',b'ZIK96Q',2
b'lqUVVQ',b'0Lxhbg',8
b'lqUVVQ',b'6.0msw',2
b'lqUVVQ',b'sM736w',2
b'lqUVVQ',b'x4p4HQ',2
b'lqUVVQ',b'wef2Fg',2
b'lqUVVQ',b'XSIAnA',2
b'lqUVVQ',b'kIVCtw',2
b'lqUVVQ',b'7DTFOQ',8
b'lqUVVQ',b'urxZ1w',2
b'lqUVVQ',b'0gWMGA',8
b'lqUVVQ',b'bh7TYQ',2
b'lqUVVQ',b'Kp6EbA',4
b'lqUVVQ',b'putENQ',2
b'lqUVVQ',b'mHUYPQ',2
b'lqUVVQ',b'HdJiMA',2
b'lqUVVQ',b'qCJ6dQ',2
b'lqUVVQ',b'In7dkA',2
b'lqUVVQ',b'KbK4Vg',2
b'lqUVVQ',b'zlG3fA',2
b'lqUVVQ',b'1guXsg',2
b'lqUVVQ',b'U7L.aA',6
b'lqUVVQ',b'vhmg9g',4
b'lqUVVQ',b'p6SXMA',2
b'lqUVVQ',b'mob5UA',2
b'lqUVVQ',b'lQgPqA',2
b'lqUVVQ',b'qD.dSg',12
b'lqUVVQ',b't64-EA',2
b'lqUVVQ',b'F5aB3g',6
b'lqUVVQ',b'is6iZA',2
b'lqUVVQ',b'0TOKFA',2
b'lqUVVQ',b'PvwRAA',2
b'lqUVVQ',b'hjrgvQ',2
b'lqUVVQ',b'368Y9w',2
b'lqUVVQ',b'DnPvXw',2
b'lqUVVQ',b'AblwAw',2
b'lqUVVQ',b'iALf5w',6
b'lqUVVQ',b'UtCU4A',2
b'AVjwBg',b'02JnHQ',2
b'AVjwBg',b'HluheQ',2
b'AVjwBg',b'.zRrMw',2
b'AVjwBg',b'M-kAFg',2
b'uvYL-w',b'bdBeSA',2
b'uvYL-w',b'VetUTg',2
b'uvYL-w',b'uxt5wA',2
b'uvYL-w',b'Oj4VpQ',2
b'm8qG-w',b'cx2RAQ',2
b'm8qG-w',b'3iF1-g',2
b'm8qG-w',b'cqdZEg',2
b'm8qG-w',b'8NhyQg',2
b'm8qG-w',b'j9p9rQ',2
b'm8qG-w',b'qu8mZQ',2
b'm8qG-w',b'1zUjwA',2
b'm8qG-w',b'aBl83w',2
b'm8qG-w',b'LcTjIQ',2
b'5gKynw',b'7-d9Iw',2
b'5gKynw',b'5uA9MQ',2
b'5gKynw',b'bay7Hg',2
b'5gKynw',b'i6Lezg',2
b'5gKynw',b'BcTVQA',2
b'5gKynw',b'bwLhLg',2
b'H578tg',b'P53XkA',2
b'H578tg',b'iF2gUA',2
b'H578tg',b'Yhf4iw',2
b'H578tg',b'wCpo1Q',2
b'H578tg',b'5L0Q6A',2
b'H578tg',b'bBiHIQ',2
b'XAMULQ',b'AFt05A',2
b'XAMULQ',b'1qSpIA',2
b'ppNmaQ',b'-Zy0sw',2
b'8nmyJw',b'NYZ1sw',2
b'9Dj7mA',b'MP-kaw',2
b'9Dj7mA',b'NC6SwA',2
b'9Dj7mA',b'TOMXLw',2
b'9Dj7mA',b'Yhg06A',2
b'9Dj7mA',b'K6wKEg',2
b'9Dj7mA',b'4OAKPQ',2
b'lIfBDQ',b'WOOrKA',2
b'lIfBDQ',b'.fnDGA',2
b'lIfBDQ',b'mxu4jA',2
b'eZAXkA',b'JAaeDA',2
b'jF-GLw',b'wZ.z-Q',2
b'.01bkg',b'0Lxhbg',6
b'.01bkg',b'sM736w',6
b'.01bkg',b'OYSOLA',2
b'.01bkg',b'Kp6EbA',2
b'.01bkg',b'L4SmGg',2
b'K20r3w',b'-GUcpw',2
b'K20r3w',b'Yhg06A',2
b'xtvu3g',b'1qSpIA',2
b'xtvu3g',b'6oe4Iw',2
b'xtvu3g',b'HjhgjQ',2
b'xtvu3g',b'UtCU4A',2
b'50SZEg',b'1xoIMA',2
b'50SZEg',b'cm75UQ',2
b'50SZEg',b'WY8oAw',2
b'LKc15w',b'ifwtUA',2
b'Wl2mAA',b'XbDz0g',2
b'c93OMA',b'7DTFOQ',2
b'c93OMA',b'I1f6Xg',2
b'c93OMA',b'OW-ipA',2
b'c93OMA',b'7BuZhQ',2
b'qPf1vg',b'7D-LPg',2
b'8YI93Q',b'mpRLeA',2
b'8YI93Q',b'14xDaA',2
b'8YI93Q',b'wMh2zQ',2
b'ySwqYA',b'8uosQw',2
b'ySwqYA',b'HZx48A',2
b'ySwqYA',b'MuRhmQ',2
b'ySwqYA',b'9QD2XA',2
b'ySwqYA',b'Ttkmow',2
b'-0Eb8Q',b'P3Oyzg',2
b'XB3wWQ',b'82v22A',2
b'XB3wWQ',b'zRpOuw',2
b'zoiHDA',b'hv2D6g',2
b'oqcdjA',b'5FlTEA',2
b'oqcdjA',b'HEPBuw',2
b'oqcdjA',b'c.Goog',2
b'N9.w9g',b'adySIA',2
b'N9.w9g',b'x4p4HQ',2
b'N9.w9g',b'2ISVmA',2
b'OrZMyA',b'b09PLg',2
b'OrZMyA',b'1X-AEA',2
b'OrZMyA',b'7DTFOQ',2
b'OrZMyA',b'ZlHtOw',2
b'OrZMyA',b'0dxDZw',2
b'OrZMyA',b'OHC3Kw',2
b'OrZMyA',b'Xs0H4g',2
b'OrZMyA',b'Jwb0ZQ',2
b'OrZMyA',b'8KEILA',2
b'OrZMyA',b'9c6AGA',2
b'OrZMyA',b'84LOVQ',6
b'OrZMyA',b'SrH1oQ',2
b'OrZMyA',b'6P1sLA',8
b'OrZMyA',b'hfKk2w',2
b'OrZMyA',b'R2uicg',4
b'OrZMyA',b'Lw2zUA',2
b'OrZMyA',b'NnRWEg',2
b'OrZMyA',b'0fNhMQ',4
b'OrZMyA',b'bBiHIQ',4
b'OrZMyA',b'bkYZmw',2
b'OrZMyA',b'4smyag',2
b'OrZMyA',b'iGl1rg',2
b'OrZMyA',b'QVXcnA',2
b'OrZMyA',b'hS-k8A',2
b'3Q4tjA',b'zw.YHQ',2
b'3Q4tjA',b'2nBW0g',2
b'3Q4tjA',b'lxhA1w',6
b'3Q4tjA',b'l53CaQ',2
b'3Q4tjA',b'lAvA4g',4
b'3Q4tjA',b'GxwSFA',2
b'3Q4tjA',b'7tw5gA',2
b'3Q4tjA',b'Uaclcw',2
b'3Q4tjA',b'kuG0NQ',2
b'3Q4tjA',b'7yqaeg',2
b'3Q4tjA',b'S63ZqA',2
b'3Q4tjA',b'TWy-Fw',2
b'3Q4tjA',b'3T30Cw',2
b'3Q4tjA',b'Hm5oFQ',2
b'3Q4tjA',b'd3SgcA',2
b'L6wlhQ',b'KCuN-Q',2
b'ar2UjA',b'adySIA',2
b'ar2UjA',b'1ddyqQ',2
b'YCMTDQ',b'Yw.62A',2
b'YCMTDQ',b'5E.XSA',2
b'ZNeaug',b'vjmgGA',2
b'ZNeaug',b'IvWEXA',2
b'ZNeaug',b'YusxYg',2
b'ZNeaug',b'AYFIUA',2
b'ZNeaug',b'QYfYYA',2
b'ZNeaug',b'h-PFUA',2
b'EyDD7w',b'FolBsA',2
b'EyDD7w',b'PsxHfg',2
b'EyDD7w',b'nqmf2A',2
b'JMrkYQ',b'fXufGg',2
b'JMrkYQ',b'9Wwr-Q',2
b'JOlhtw',b'.eWSCA',2
b'JOlhtw',b'QHU2ig',2
b'JOlhtw',b'L4x6Tg',2
b'JOlhtw',b'k-GY.A',2
b'JOlhtw',b'HluheQ',2
b'JOlhtw',b'Ya9LqQ',2
b'JOlhtw',b'5UFR8A',2
b'JOlhtw',b'dFtOuQ',2
b'JOlhtw',b'C.NSnw',4
b'JOlhtw',b'kJ-W0A',2
b'JOlhtw',b'mLohXA',2
b'JOlhtw',b'b7a7Fw',2
b'JOlhtw',b'HlyOFA',4
b'JOlhtw',b'qOkzvg',2
b'JOlhtw',b'wp.MxA',2
b'JOlhtw',b'nYD8Nw',2
b'JOlhtw',b'ZvgncA',2
b'JOlhtw',b'DlOz0w',2
b'KnhFFQ',b'mpRLeA',2
b'HTcr-g',b'WjrDIA',2
b'HTcr-g',b'7zleJA',2
b'HTcr-g',b'LKH-Dg',2
b'HTcr-g',b'fMsLkA',2
b'HTcr-g',b'57VoSA',2
b'HTcr-g',b'.ahl4A',2
b'HTcr-g',b'BcuwEQ',2
b'HTcr-g',b'gTq88Q',2
b'HTcr-g',b'WvcAUA',2
b'HTcr-g',b'qOkzvg',2
b'HTcr-g',b'oikMIA',2
b'HTcr-g',b'aqyAfw',2
b'aqeTOQ',b'6H01xw',2
b'aqeTOQ',b'rJ9YUA',2
b'LlwBdg',b'8Jk8eA',2
b'VjOPQQ',b'Lp-amA',2
b'VjOPQQ',b'PYHwEA',2
b'VjOPQQ',b'oKPA-Q',2
b'VjOPQQ',b'ScN0uA',2
b'VjOPQQ',b'UTlRtg',2
b'VjOPQQ',b'HtEneA',2
b'VjOPQQ',b'x33Xxg',2
b'VjOPQQ',b'TXHO.A',2
b'VjOPQQ',b'4c1aKA',2
b'VjOPQQ',b'DK8xHw',2
b'vKLZIg',b'UL9PlQ',2
b'vKLZIg',b'WmHxyw',2
b'GfBBsg',b'XHGmhw',2
b'RR7gAQ',b'x4p4HQ',2
b'RR7gAQ',b'JZhSYw',2
b'yjDHDg',b'icabNA',2
b'yjDHDg',b'LHj74A',2
b'1SyRfQ',b'.zGD.A',4
b'1SyRfQ',b'f3Us.A',4
b'1SyRfQ',b'CqRD2Q',4
b'1SyRfQ',b'wVQpqQ',2
b'1SyRfQ',b'Vbd.Kw',2
b'46.Dxg',b'tFZVmg',2
b'46.Dxg',b'QfOzlg',2
b'YbQM5A',b'CYqJhQ',2
b'YbQM5A',b'7B7esg',2
b'YbQM5A',b'aLuAKQ',2
b'YbQM5A',b'wRwD8A',2
b'YbQM5A',b'ximzfQ',2
b'4hCnSg',b'JFgFXA',2
b'4hCnSg',b'bBiHIQ',2
b'eO8GSw',b'G2.4QQ',2
b'eO8GSw',b'3qlJ-g',2
b'5MSX-g',b'qWkuBg',2
b'5MSX-g',b'KFsGUw',2
b'5MSX-g',b'KMsJzQ',2
b'5MSX-g',b'7D-LPg',2
b'5MSX-g',b'XfD4fQ',2
b'5MSX-g',b'y-oXLA',2
b'5MSX-g',b'hZHYeA',2
b'5MSX-g',b'iGl1rg',2
b'5MSX-g',b'I9ze7Q',2
b'5MSX-g',b'VdXeDg',2
b'lmezfw',b'9fyR1A',2
b'lmezfw',b'1TSpmA',2
b'v-g.jA',b'82v22A',2
b'4m4OqA',b'adySIA',2
b'4m4OqA',b'9.tixg',2
b'Lmuwjg',b'x4p4HQ',2
b'Lmuwjg',b'-rmxBw',2
b'Lmuwjg',b'pXCseQ',2
b'VExKwA',b'Lrg2cA',2
b'VExKwA',b'k-GY.A',2
b'VExKwA',b'xIsKQg',2
b'VExKwA',b'xDHjhw',2
b'VExKwA',b'C0U94Q',2
b'q.W9mg',b'bkQrgA',2
b'skLbkQ',b'.eWSCA',2
b'skLbkQ',b'P53XkA',2
b'skLbkQ',b'jTMQKg',2
b'skLbkQ',b'oA7G0A',2
b'skLbkQ',b'x4p4HQ',2
b'skLbkQ',b'QdzG5Q',2
b'skLbkQ',b'-U1edg',2
b'skLbkQ',b'-yzp5w',2
b'skLbkQ',b'xumRoA',2
b'skLbkQ',b'gwF5-w',2
b'skLbkQ',b'gpfvkw',2
b'iPcz5Q',b'Xzm7LQ',6
b'iPcz5Q',b'gkBfRQ',2
b'iPcz5Q',b'SXkNHQ',2
b'GA8chg',b'BV132A',2
b'GA8chg',b'9VzcTQ',2
b'q.pNmA',b'jxcAog',2
b'q.pNmA',b'Zn7tHA',2
b'aZiH5g',b'iB98zA',2
b'aZiH5g',b'3iXFHg',2
b'aZiH5g',b'ZYpY0w',2
b'uZTyug',b'eW70mQ',2
b'uZTyug',b'dmnO2A',2
b'uZTyug',b'P4LQgw',2
b'zBT5jA',b'h9QtSw',2
b'zBT5jA',b'k-GY.A',4
b'zBT5jA',b'BNrOdQ',4
b'zBT5jA',b'iALf5w',4
b'RWmAjg',b'SV7Ugw',2
b'RWmAjg',b'HH9Vzg',4
b'RWmAjg',b'Q2v4Mg',2
b'JNmEhA',b'nzwatQ',2
b'JNmEhA',b'LqKNKA',2
b'JNmEhA',b'v9WDKQ',2
b'JNmEhA',b'vk1yBA',2
b'6xr2eg',b'drZBNw',2
b'6xr2eg',b'Hl.lrA',2
b'6xr2eg',b'ul6s-A',2
b'6xr2eg',b'tbN4Dw',2
b'6xr2eg',b'3DywrA',2
b'6xr2eg',b'4.ubQA',2
b'H.z91Q',b'adySIA',2
b'H.z91Q',b'IHKyvQ',2
b'2QPglw',b'-pwVfA',2
b'2QPglw',b'fezCVg',2
b'2QPglw',b'6wUbGg',2
b'2QPglw',b'2RXkzg',2
b'ua5WrA',b'ye0EeA',2
b'WdC4oA',b'9nmSCA',2
b'WdC4oA',b'LaFzMA',4
b'WdC4oA',b'aVo4YA',2
b'WdC4oA',b'T0Tylg',2
b'WdC4oA',b'JLgqeQ',2
b'WdC4oA',b'xXqUyw',2
b'WdC4oA',b'V13f8A',2
b'n7ua0w',b'bDIdAw',2
b'n7ua0w',b'z.v74A',2
b'n7ua0w',b'eMO8Yg',2
b'FKPqYg',b'42mZLQ',2
b'FKPqYg',b't5B6KA',2
b'FKPqYg',b'iqYLXQ',2
b'FKPqYg',b'9wYRhw',2
b'FKPqYg',b'RQdNLw',2
b'FKPqYg',b'dFtOuQ',2
b'FKPqYg',b'kPOQIQ',2
b'FKPqYg',b'HJZ7fQ',2
b'FKPqYg',b'.EFkoA',2
b'FKPqYg',b'7BHLQw',2
b'FKPqYg',b'4BTmpg',2
b'FKPqYg',b'tIGl9A',2
b'FKPqYg',b'FgbZ6w',2
b'FKPqYg',b'7OktMA',2
b'FKPqYg',b'lwRRvQ',2
b'FKPqYg',b'D0yKYw',2
b'FKPqYg',b'V13f8A',2
b'FKPqYg',b'toXmiA',2
b'UgLCfA',b'qcVdtQ',2
b'UgLCfA',b'0QKwlQ',2
b'UgLCfA',b'YvnQPA',2
b'UgLCfA',b'uNsD3Q',2
b'k0k6EQ',b'2o2.5w',2
b'.wsELw',b'W1ocMw',2
b'.wsELw',b'BnjzAA',2
b'SnYOAw',b'uwVEqw',4
b'SnYOAw',b'qRlxQg',2
b'SnYOAw',b'JYEe7g',2
b'SnYOAw',b'zhwMmw',2
b'SnYOAw',b'uCIkTg',2
b'SnYOAw',b'S6otTQ',2
b'SnYOAw',b'ElcU0w',2
b'SnYOAw',b'NC6SwA',2
b'SnYOAw',b'vukrEw',2
b'SnYOAw',b'RDiZhw',2
b'SnYOAw',b'AUI7-w',2
b'SnYOAw',b'RQdNLw',2
b'SnYOAw',b'iPV94A',2
b'SnYOAw',b'dhLiQA',4
b'SnYOAw',b'Yhf4iw',2
b'SnYOAw',b'qqkvhA',2
b'SnYOAw',b'Mo1j9g',2
b'SnYOAw',b'z2pMOw',2
b'SnYOAw',b'4W7FEw',2
b'SnYOAw',b'EPzNqQ',2
b'SnYOAw',b'aLuAKQ',2
b'SnYOAw',b'ZkNzcA',2
b'SnYOAw',b'luCVzA',2
b'SnYOAw',b'kuG0NQ',2
b'SnYOAw',b'hKABoA',2
b'SnYOAw',b'24goew',2
b'SnYOAw',b'YV0muA',2
b'SnYOAw',b'QkI.zQ',2
b'SnYOAw',b'bzuLSw',2
b'SnYOAw',b'acVgEQ',2
b'SnYOAw',b'bd6ESQ',2
b'SnYOAw',b'JiGYuA',2
b'SnYOAw',b'D4bA.Q',2
b'SnYOAw',b'oUK4.w',2
b'SnYOAw',b'gfOcQA',2
b'SnYOAw',b'BV132A',2
b'SnYOAw',b'iALf5w',8
b'SnYOAw',b'kb6AGw',2
b'SnYOAw',b'yDpvvg',2
b'SnYOAw',b'kMbrtQ',2
b'SnYOAw',b'4zqeyA',2
b'Yb6R6A',b'pFWpqQ',2
b'ZXz2gg',b'dm8FdA',4
b'ZXz2gg',b'uoflpg',4
b'VDpnWA',b'y6plIA',2
b'VDpnWA',b'xXqUyw',2
b'VDpnWA',b'lOQU2w',2
b'VDpnWA',b'QvGvyA',2
b'VDpnWA',b'jBlCmA',2
b'BVyz4g',b'EImaWA',2
b'BVyz4g',b'ZIK96Q',2
b'BVyz4g',b'QOxkIQ',2
b'BVyz4g',b'LDv.eg',2
b'BVyz4g',b'HdzndQ',2
b'BVyz4g',b'k64aQg',2
b'BVyz4g',b'gnDW1Q',2
b'BVyz4g',b'E6HhrQ',2
b'BVyz4g',b'9E.GPQ',2
b'BVyz4g',b'fcYUBw',4
b'BVyz4g',b'P8I6Fw',2
b'BVyz4g',b'jgV4QA',2
b'BVyz4g',b'Yi7KUA',2
b'BVyz4g',b'0PtlBw',2
b'BVyz4g',b'NwuCGA',2
b'BVyz4g',b'rix6vA',2
b'BVyz4g',b'ndhMAA',2
b'BVyz4g',b'snCfEg',2
b'FDi1BA',b'Kb1YTA',2
b'xn15vA',b'wy2-YA',4
b'xn15vA',b'3Hl7wA',2
b'xn15vA',b'P1vsoA',2
b'xn15vA',b'8TlIcA',2
b'xn15vA',b'5va-Ow',2
b'xn15vA',b'qPbV4A',2
b'xn15vA',b'2bVhGw',4
b'xn15vA',b'ZvgncA',2
b'xn15vA',b'kSQGtA',2
b'xn15vA',b'SDk.GQ',2
b'xn15vA',b'WY8oAw',2
b'xn15vA',b'iGl1rg',2
b'xn15vA',b'-GRuUg',2
b'uljZKQ',b'WRaJgg',2
b'uljZKQ',b'nfFqMA',2
b'EX6o6A',b'6Sx3Cw',2
b'EX6o6A',b'QHU2ig',2
b'EX6o6A',b'zilWMg',2
b'EX6o6A',b'z7qCsw',2
b'EX6o6A',b'k-GY.A',2
b'EX6o6A',b'dyAxGQ',2
b'EX6o6A',b'y7D8hA',2
b'EX6o6A',b'qfY-0A',2
b'9K1f6A',b'0fNhMQ',2
b'V.HWvg',b'adySIA',2
b'V.HWvg',b'55fSoA',2
b'V.HWvg',b'cqdZEg',2
b'V.HWvg',b'YzbsgA',2
b'V.HWvg',b'SW.5pg',2
b'V.HWvg',b'jBO4WA',2
b'V.HWvg',b'L5Yh1g',2
b'V.HWvg',b'cNrNFA',2
b'V.HWvg',b'nzafnA',2
b'4SzkJA',b'xIsKQg',2
b'BNfKXw',b'adofnQ',2
b'BNfKXw',b'ycSFvw',2
b'bq4Hkg',b'RQdNLw',2
b'bq4Hkg',b'C0frSA',2
b'-hN2Hw',b'rooGFA',2
b'UT5M8A',b'hgOZsA',2
b'faA99g',b'kJ-W0A',2
b'g.3bug',b'NN3GIA',2
b'g.3bug',b'fO.ZHA',2
b'g.3bug',b'ZvgncA',2
b'g.3bug',b'2ISVmA',2
b'g.3bug',b'OBVXiQ',2
b'g.3bug',b'M9Ag0Q',2
b'gU5CKA',b'Ni-PIg',2
b'gU5CKA',b'Aj7imA',2
b'tuFfzg',b'X-Cglw',2
b'tuFfzg',b'1t.GEQ',2
b'tuFfzg',b'YgMfiQ',2
b'XuWeYQ',b'ZFfNUA',2
b'XuWeYQ',b'-J2fGA',2
b'gqDUCA',b'HluheQ',2
b'gqDUCA',b'2iZSeA',2
b'gqDUCA',b'KmvjdA',2
b'xNgIrQ',b'JfmiaA',2
b'xNgIrQ',b'FcroQA',2
b'xNgIrQ',b'W94JLA',2
b'AEtDQA',b'-3BlcA',2
b'AEtDQA',b'mfVqEQ',2
b'dtD40A',b'IwuKhA',2
b'dtD40A',b'urxZ1w',2
b'dtD40A',b'lQgPqA',2
b'MogTaw',b'RreGkA',2
b'MogTaw',b'k0wE7w',2
b'MogTaw',b'HluheQ',2
b'MogTaw',b'sNIjZA',2
b'MogTaw',b'I1f6Xg',2
b'MogTaw',b'NvCpAA',2
b'MogTaw',b'SrH1oQ',2
b'MogTaw',b'nRy.bg',2
b'MogTaw',b'bBiHIQ',2
b'MogTaw',b'nYQADQ',2
b'MogTaw',b'-p5NQA',2
b'aTWiZQ',b'Lc8f0g',2
b'aTWiZQ',b'.IoQZA',2
b'mwuLfA',b'juZuzA',2
b'mwuLfA',b'HqJZiQ',2
b'mwuLfA',b'y7o3EA',2
b'mwuLfA',b'0irLig',2
b'8fxS2Q',b'mnNFog',2
b'8fxS2Q',b'oaKXnQ',2
b'8fxS2Q',b'e8iYcA',2
b'8fxS2Q',b'QdXWGQ',2
b'8fxS2Q',b'9ZsnCw',2
b'pA8vHA',b'-hFrhw',2
b'pA8vHA',b'Gt.vEA',2
b'pA8vHA',b'QIzpBw',2
b'pA8vHA',b'kFDz-A',2
b'IXAKSA',b'adySIA',2
b'IXAKSA',b'6FUuNQ',8
b'IXAKSA',b'TqtYmg',2
b'U42d7w',b'nf-nYQ',2
b'U42d7w',b'q4IMAA',2
b'U42d7w',b'w57t6w',2
b'U42d7w',b'x2aNeg',2
b'mqFxeg',b'2KbVVA',4
b'mqFxeg',b'C.NSnw',2
b'mqFxeg',b'YzbsgA',2
b'mqFxeg',b'1qSpIA',2
b'mqFxeg',b'ZSHQOg',2
b'mqFxeg',b'8Tm9.Q',2
b'mqFxeg',b'C4We9A',2
b'mqFxeg',b'7BHLQw',2
b'mqFxeg',b'Ya95yA',2
b'mqFxeg',b'F7RwnA',2
b'mqFxeg',b'ru8qyA',2
b'mqFxeg',b'We2cow',2
b'mqFxeg',b'S1m2MA',2
b'mqFxeg',b'irWvWQ',4
b'mqFxeg',b'hQONOA',2
b'mqFxeg',b'Ttkmow',2
b'mqFxeg',b'KmvjdA',2
b'mqFxeg',b'ALpdcA',2
b'mqFxeg',b'2mDPKg',2
b'mLLBYA',b'uVj-bw',2
b'mLLBYA',b'kw.tAg',2
b'N4Wa8A',b'WCA-HA',2
b'N4Wa8A',b'w9GnCQ',2
b'eSY7tA',b'7hlQww',2
b'eSY7tA',b'zw.YHQ',2
b'eSY7tA',b'S6otTQ',2
b'eSY7tA',b'DYMXwA',2
b'eSY7tA',b'Rmvdcw',2
b'eSY7tA',b'x4p4HQ',2
b'eSY7tA',b'z65pEA',2
b'eSY7tA',b'bO2gxA',2
b'eSY7tA',b'd9k1mA',2
b'eSY7tA',b'aFUIgg',2
b'eSY7tA',b'7D-LPg',2
b'eSY7tA',b'qvX9WA',2
b'eSY7tA',b'xcv1JQ',2
b'eSY7tA',b'2GNbuQ',2
b'eSY7tA',b'LtkMtg',2
b'7D7HRw',b'eolzvg',2
b'7D7HRw',b'vezogg',2
b'7D7HRw',b'0Lxhbg',2
b'7D7HRw',b'RNqsLw',2
b'7D7HRw',b'RxTtrA',2
b'7D7HRw',b'OYSOLA',2
